".id","GALNT1","GALNT2","GALNT3","GALNT4","GALNT5","GALNT6","GALNT7","GALNT8","GALNT9","GALNT10","GALNT11","GALNT12","GALNT13","GALNT14","ST3GAL1","ST3GAL2","ST3GAL3","ST3GAL4","ST3GAL5","ST3GAL6","ST6GAL1","ST6GALNAC1","ST6GALNAC2","ST8SIA1","ST8SIA2","ST8SIA3","ST8SIA4","ST8SIA5","B4GALT1","B4GALT2","B4GALT3","B4GALT4","B4GALT5","B4GALT6","B4GALNT1","B3GALT4","B3GALT5","B3GALNT1","B3GNT2","B3GNT3","B3GNT4","B3GNT5","B3GNT6","B3GNT7","B3GNT8","B3GNT9","FUT1","FUT2","FUT3","FUT4","FUT5","FUT6","FUT7","FUT8","FUT9","FUT10","FUT11","MGAT3","MGAT4A","MGAT4B","MGAT5","MGAT5B","GCNT1","GCNT2","GCNT3","GCNT4","GCNT7","UGCG","A4GALT","C1GALT1","C1GALT1C1"
"OV"," 57.7984"," 38.2740","205.8274","  0.0205","  0.5934"," 16.0551"," 23.3379","  0.0000","  0.0000"," 10.3325"," 25.3433"," 18.6811","  0.1165","  2.0359"," 30.2103","  2.6546","  0.0284","  8.9746","  1.3158"," 18.4778","112.4454"," 17.6763","  7.8807","  0.3817","  0.1323","  0.0000","  8.2361","  0.0212","112.2212"," 48.6688"," 50.3587"," 17.1489","104.8144","  1.2918","  0.1682","  9.9098","  0.1699"," 22.3760"," 89.4765"," 25.0724","  0.1700","  8.0004","  0.0000"," 13.3061","  2.0647","  3.1913","  3.3600","  5.1335","  2.4891","  1.7333","  0.1110","  0.0243","  1.3968"," 39.2061","  0.0000","  5.7868","  6.8463","  2.3489"," 23.6222"," 47.5799"," 23.0434","  0.0859","  5.9989","  7.9769","  0.9218","  0.6012","  0.4285"," 36.7452","  8.2962"," 15.1895"," 68.6659"
"LUNG","55.0449","20.3968","26.9736"," 0.3276","39.8588"," 8.8175","12.5549"," 0.6193"," 0.0680","20.9533","24.4306","18.2949"," 3.7190"," 1.9177","39.8469","10.7208"," 1.8999","17.9837","18.8857","17.0358","32.2377","28.5707","12.8303"," 4.1617"," 0.0000"," 0.0190","20.7630"," 0.0500","56.2695"," 8.2926","20.7602","10.0138","50.1654"," 2.8814"," 0.2858","17.4049"," 1.1636","18.6458","86.0768"," 2.0175"," 0.7536","21.0849"," 0.1493","35.6851","11.2963","10.6276","22.8824"," 4.0292"," 4.2241"," 6.1790"," 0.0000"," 0.7552"," 0.7666","17.6878"," 0.0071","14.3056","24.0588","20.4173","54.1801","25.5940","41.2264"," 1.1570"," 8.0303","20.0578"," 0.4691"," 4.4473"," 5.4606","71.3748","10.0983","19.1398","39.7337"
"LUNG"," 51.5302"," 43.8982","191.9035","  0.2009"," 10.2521"," 11.3159"," 53.6957","  0.2066","  0.0231"," 40.1120"," 28.1453"," 49.7592","  1.5664","  5.5749","160.7167","  7.0539","  1.5876","  6.9095"," 48.4571"," 12.0438"," 37.0469"," 67.2924","  2.0791","  3.0972","  0.0142","  0.0081"," 13.8702","  0.0531"," 53.4750"," 13.0033"," 41.9956"," 14.8983"," 60.0454","  1.0038","  0.1266"," 11.7882","  0.2790","  9.2740"," 38.5978","  8.2650","  1.0787","  6.0226","  1.0775"," 44.6636"," 38.9904","  5.6980","  9.1020"," 34.6570"," 28.9360","  8.5982","  0.0000"," 13.0640","  1.1517"," 26.3764","  0.1758"," 14.3802"," 19.6858"," 10.1493"," 26.2635"," 42.7843"," 27.8859","  0.1163","  5.0917","  8.9442"," 82.3215"," 24.2422","  4.8788","152.5203","  3.4448"," 49.7207"," 31.1158"
"KIPAN"," 56.4482"," 20.6601"," 14.3189","  0.2376","  0.3174","  3.2925","  8.0813","  0.4724","  0.3549"," 12.8643"," 55.5959"," 11.5344","  0.9106","138.3601"," 32.2018"," 14.8582","  1.4830","  9.6754","  6.2359","  8.3415"," 35.8021","  0.0342","  1.3172","  1.9915","  0.0000","  0.0000"," 22.6585","  0.0816"," 43.5411"," 10.4780"," 29.4785"," 12.1991"," 75.0455","  3.4850","  0.6782"," 12.5889","  0.2924"," 15.2665"," 58.3735","  1.2600","  2.5038"," 17.8207","  0.0886","  3.1640","  2.2341"," 18.4650","  3.5616","  1.0319","  0.7481","  6.6797","  0.1168","  7.1183","  0.9097"," 12.8036","  0.2372"," 12.0882"," 70.9841","  4.7412"," 58.5360"," 39.1969"," 61.4205","  0.3071","  5.0412","  6.1111","  2.5681","  5.5936","  6.6489","132.0371"," 41.6642"," 24.1038"," 38.0804"
"BRCA"," 77.7056"," 42.5526"," 23.9159","  0.0336","  3.0680"," 21.4228","175.6678","  0.1224","  0.0251"," 22.1703"," 42.2786","  7.5384","  0.9937","  0.7076","  3.9626","  2.8109","  1.7618"," 22.2143","  6.9439"," 16.7638"," 22.0452","  2.7153","  6.3542","  2.2908","  2.0708","  0.0000","  3.6337","  0.0000"," 55.8746"," 13.6465"," 34.9763","  6.6367"," 26.7650","  3.7824","  0.2178","  5.7721","  0.0442","  9.6812"," 27.9844","  0.2612","  0.6157","  4.5397","  0.0000","  1.6396","  5.6442","  1.9740","  1.6028","  9.0110","  0.0872","  1.1340","  0.0000","  0.4379","  0.3264"," 63.0079","  0.0724"," 10.2616"," 17.7136","  1.7334"," 20.7809"," 28.1494"," 41.0298","  0.2528","  8.4824","  8.1785","  0.0140","  1.6747"," 36.3980"," 62.7502","  6.7843"," 27.0176"," 14.0006"
"LUNG","65.7702","27.1969","15.2737"," 0.1230"," 6.6122","23.8141","17.8589"," 0.1944"," 0.1287","38.1484","31.3897","10.5253"," 0.3891"," 6.6187","17.0486"," 8.3482"," 1.6044"," 7.2449"," 9.4658"," 7.7964","48.4109","49.5888"," 1.8317"," 2.5112"," 0.0453"," 0.0000","18.9196"," 0.0634","79.9284"," 9.7339","24.3535","11.3669","62.9514"," 2.0976"," 7.6596","15.3786"," 0.1157"," 8.6625","44.6059"," 6.5794"," 0.6986","18.8268"," 0.0505","18.4236","10.3226","10.7145"," 7.0169"," 3.9385"," 4.4748"," 5.0515"," 0.0333"," 0.3355"," 2.1923","35.6028"," 0.4005"," 8.2779","14.1644"," 3.4446","42.1031","30.5020","49.4614"," 0.5557","14.6877","11.3261"," 5.2274"," 2.4207"," 4.0121","47.7534"," 6.6091","25.2959","43.4206"
"LUNG","32.2418","18.9294"," 9.1538"," 0.1738"," 3.2496"," 6.5950"," 4.0632"," 0.1525"," 0.0361","11.3279","12.5016"," 5.5503"," 0.0391"," 6.7978","18.1713"," 9.8909"," 1.9514"," 8.5107"," 6.2610"," 3.9025","46.3940"," 1.9289"," 5.0222"," 6.8239"," 0.0089"," 0.0000","17.5225"," 0.0199","41.2319","10.7264","19.2050"," 7.9977","23.1648"," 3.6841"," 0.2439","12.2442"," 0.1852"," 3.4788","26.2943"," 8.7493"," 0.8794"," 4.2999"," 0.0198"," 2.8287"," 1.9419","10.3131"," 6.4642"," 3.3982"," 0.6689"," 5.2340"," 0.0522"," 0.0229"," 2.0020","39.1181"," 0.0114"," 8.7786","10.7777","17.2248","26.6849","16.3487","29.3603"," 0.2503"," 4.9398"," 9.3219"," 0.3372"," 2.4298"," 4.0805","53.9921","25.7466","13.1961","30.8538"
"PAAD","72.5735","29.0826","50.3507"," 0.7305","26.4440"," 9.2604","25.5760"," 0.5918"," 0.2223","28.6419","23.3876","13.7818"," 2.2267"," 7.3615","38.1910"," 9.8071"," 1.8690","11.1428"," 4.9069","15.9635","20.6266"," 7.6147"," 1.7713"," 1.2423"," 0.3985"," 7.8107","14.7235"," 0.1441","81.4728","16.7599","16.5911","17.9086","73.1520"," 7.4820"," 1.0158","13.7679","10.2914"," 9.0029","45.5304","24.5442"," 1.3762","20.5217"," 0.2774","19.8773"," 2.4100","14.0727"," 5.1995","17.2360","13.7768","10.8442"," 0.0366"," 4.4585"," 0.4821","38.8652"," 0.5306","13.7350","23.1029"," 4.6683","40.2469","34.4267","46.5317"," 0.9165","10.2600"," 5.3271","71.6287"," 9.5449"," 6.4585","87.9960","11.1066","21.0949","46.4538"
"BRCA","149.0888"," 45.7799"," 58.2050","  0.0175","  2.4637"," 75.7157","172.6756","  0.3833","  1.4527"," 16.0275"," 32.0341","  6.6158","  4.5605","  6.2552","  7.7701","  4.4149","  0.9557"," 26.1905","  9.4465"," 15.0347"," 22.7617"," 17.8363"," 14.9601","  0.9446","  0.2419","  0.0000","  7.9591","  0.0361"," 92.5571"," 20.7941"," 38.1278"," 10.2072"," 36.4050","  3.1651","  0.3947","  4.9867","  0.6326","  7.5687"," 40.0300","  1.2607","  0.3524","  3.7624","  0.0000","  3.8891","  7.4009","  2.3395","  1.2817","  5.0509","  4.2486","  1.2302","  0.0000","  4.2168","  1.1354"," 26.6710","  1.3538"," 12.0902"," 21.5519","  4.4005"," 52.0115"," 45.3975"," 29.7310","  0.8207"," 24.0590"," 11.0704","  0.0874","  1.1545"," 21.2560","111.5788","  6.6590"," 12.8057"," 18.5254"
"LUNG"," 78.6747"," 35.9444"," 51.9191","  0.6499"," 52.6300"," 52.6439"," 39.0490","  0.2228","  0.2365"," 37.9355"," 21.8717"," 25.2267","  1.1216"," 54.4755"," 50.1816","  8.8035","  1.4258"," 11.6501"," 18.2451"," 12.8158"," 47.9381"," 60.3808","  8.2206","  2.2678","  0.0460","  0.0087"," 47.1095","  0.0229","113.4383"," 23.9599"," 29.9668"," 15.0378","140.7848","  5.3613","  0.1365"," 12.0284","  0.4638","  7.6122"," 57.3149"," 22.0377","  1.0646"," 22.8075","  5.3652"," 45.0297","  5.7464","  8.4359","  4.5665"," 25.8520"," 21.0420","  4.2359","  0.0000","  0.4544","  0.8099"," 58.1579","  0.0523","  9.7315"," 19.6606","  4.6970"," 46.2105"," 58.3180"," 50.9971","  0.3624"," 10.5250"," 12.7365"," 12.9703","  2.6232","  5.6956"," 74.7660"," 12.6671"," 23.9904"," 47.5497"
"COADREAD","120.8372"," 13.6745","155.4958","  0.2457"," 23.7372","  6.0547"," 41.6773","  8.1095","  0.0141"," 17.2338","  9.4326"," 27.8758","  0.0307","  0.2343","  3.9328","  2.2772","  0.1047"," 16.2200","  0.7806","  0.8580","  7.5006","341.1390","  1.0173","  0.3233","  0.0000","  0.0000","  1.9936","  0.0130"," 20.4168"," 30.6198"," 23.8913"," 23.0011"," 28.9082","  3.8753","  0.1290","  7.6183","  1.3152","  2.4875"," 42.5829"," 53.9662","  0.3131"," 22.4885"," 17.2110","  2.3217","  5.3232","  4.3701","  3.8439"," 46.5160","110.2405"," 31.9542","  0.0000"," 15.0381","  0.7350"," 43.6006","  0.0000","  8.9379"," 15.6462","  0.6858"," 27.7618"," 43.1996"," 10.3245","  0.0316"," 17.3305","  0.1323","118.2347","  1.1764","  0.1973"," 31.0484","  2.2129"," 24.6986","105.1149"
"BRCA","235.6101"," 92.4653"," 36.6557","  0.0000","  8.2719"," 74.4283","152.5711","  2.6346","  0.0000"," 35.0777"," 33.2717","  4.1343","  2.6501"," 15.0047","  4.1962","  6.1168","  2.1282"," 52.1265","  3.2446","  9.1562"," 51.8321","  8.3596"," 11.5190","  1.0992","  1.7688","  0.0000","  4.8228","  0.1693"," 73.1220"," 26.9749"," 64.9091","  9.3528"," 31.8399","  3.4669","  1.9172"," 12.6022","  3.6811"," 17.1652"," 84.6042","  2.5551","  4.7989"," 35.2236","  0.0000","  6.7563","  9.2971","  2.7167","  4.7855"," 59.5878"," 32.7988","  2.4960","  0.0000","  1.0709","  2.3946"," 48.3023","  0.3092","  6.5874"," 24.7632","  0.6875"," 42.4211"," 73.7778"," 58.0788","  6.1955"," 41.7201"," 25.0085","  0.0546","  0.9018"," 33.2079"," 46.9602"," 13.3266"," 17.4878"," 14.2345"
"KIPAN"," 54.7525"," 13.1915","  7.6137","  0.3864","  0.2350","  4.8337","  6.7770","  0.3562","  6.0209"," 11.3193"," 70.7049","  4.6681","  0.7346","129.4987"," 21.1049","  7.3768","  1.0846","  3.3934","  6.1004","  9.0478"," 23.0775","  0.0000","  0.3107","  7.6336","  0.0123","  0.0000"," 52.5496","  0.0320"," 18.8151","  6.7653"," 18.7013"," 14.8970"," 47.2670","  1.6902","  0.0819"," 12.8016","  0.0301"," 12.5111"," 42.0324","  3.4719","  0.9772","  5.2097","  0.0000","  1.7547","  1.8376","  7.6735","  1.6685","  0.9973","  0.3692","  8.1702","  0.0000","  3.5382","  1.0360"," 15.5191","  0.0261","  6.0841"," 52.7480","  6.0726"," 79.6656"," 23.1878"," 25.5953","  0.0223"," 14.9443"," 10.4312","  2.4926","  1.8290","  5.0401"," 70.5655"," 14.2932"," 19.6596"," 44.2446"
"BRCA","107.8992"," 49.8805"," 10.2340","  0.0495"," 35.2256"," 27.1158","130.4096","  0.3807","  0.0985","  6.3184"," 24.8405","  7.1225","  0.9224"," 16.3701","  3.3397","  1.8038","  0.8445"," 19.1048","  4.7004"," 36.6099"," 12.6770","  0.7581","  0.2957","  0.5639","  0.0759","  0.0172","  9.9098","  0.0680"," 63.1932"," 12.7035"," 17.6873","  5.4883"," 17.4474","  3.4133","  0.5853","  4.1292","  1.5376"," 11.7334"," 32.5429","  0.0321","  0.3316","  4.5018","  0.0000","  1.1710","  4.0742","  0.8543","  1.3900","  5.1991","  0.1142","  0.7326","  0.0000","  0.1173","  0.3205"," 32.6048","  0.0065","  8.0117"," 14.0784","  3.0825"," 45.6147"," 28.4997"," 27.9048","  3.1165","  8.8385","  4.8285","  0.0000","  1.3730"," 20.2161"," 54.9546","  7.2704","  5.3795"," 15.8113"
"LUNG","38.7921","22.5491","21.1771"," 0.2256","37.1871"," 7.9491","15.3475"," 0.5061"," 0.8037","22.7912","26.7208","20.0110"," 2.3639"," 0.8820","38.3614"," 8.9369"," 1.9363","12.2878","23.5387","18.5610","32.8085"," 7.1266"," 6.2877"," 4.2067"," 0.0000"," 0.0453","13.6482"," 0.0417","54.6234"," 7.0868","18.0882"," 8.5849","45.1190"," 1.9020"," 0.1777","19.1234"," 0.1370","19.0092","53.4385"," 0.9449"," 0.9648","12.5473"," 0.0712","32.0980","12.4160"," 8.5075"," 6.6484"," 1.8794"," 4.1477"," 7.2793"," 0.0000"," 0.3086"," 0.7871","21.7402"," 0.0136","13.4117","19.6754","23.5506","40.4962","24.8617","42.4628"," 0.2467","10.4848","15.2669"," 0.2742"," 2.2075"," 8.1492","47.4892"," 9.4056","15.7483","37.8323"
"LUNG","51.7260","32.4341","17.3691"," 0.3950","34.4840"," 8.3112","12.6838"," 0.4236"," 0.0521","26.1678","24.6241","12.1730"," 1.6581"," 0.9794","54.0263","12.3909"," 1.7500","10.9975","20.1434","12.7556","26.4475"," 5.3058"," 7.5027"," 3.7928"," 0.0642"," 0.0000","22.4084"," 0.0000","71.6882"," 8.9639","19.1070"," 7.6997","89.9112"," 2.0045"," 0.2379","16.9307"," 0.0524"," 8.6450","44.0729"," 0.6778"," 0.8796","20.6982"," 0.2382","35.0387","20.3651","13.0593","14.4346"," 1.7394"," 2.9783"," 5.3901"," 0.0000"," 0.1377"," 0.5270","19.7486"," 0.0182","13.0998","17.4545","15.8437","45.0338","30.9690","44.5837"," 0.4859"," 7.5745","13.5838"," 0.8308"," 6.0182"," 8.5480","66.3589","15.0542","15.4539","31.8358"
"LUNG","105.2587"," 13.3429"," 29.7301","  0.2546","  3.5385","  4.0041"," 16.0141","  0.0985","  0.0692","  9.2812"," 12.7314","  5.7680","  1.1919","  4.4908"," 25.2134","  6.3189","  3.1823","  6.2201","  3.5981","  6.1949"," 32.6454","  3.4870","  5.0450","  3.5116","  0.1278","  0.0000"," 12.3264","  0.0318"," 26.4275"," 18.4404"," 18.6017"," 34.3382"," 23.8771","  3.7588","  3.6820","  7.1682","  2.3200","  2.2806"," 28.8849","  0.1351","  1.1912"," 11.6598","  0.0237","  3.1685","  2.8270","  6.2049","  4.2192","  2.2674","  2.8066","  2.5716","  0.0000","  0.1921","  1.8000"," 27.9466","  1.0124","  8.1503","  8.8965","  2.4762"," 14.0421"," 19.1005"," 33.2358","  0.2033","  2.5399"," 26.0851","  1.1549","  2.1715","  4.0464"," 54.1378"," 16.9643"," 11.0412"," 25.2682"
"PAAD","97.7147","28.9303","56.9925"," 0.7451","38.6538","18.1233","29.5072"," 0.3820"," 0.0870","35.8181","26.0120","17.5830"," 1.3782","22.5126","64.2754"," 9.5079"," 1.3055","11.5873"," 6.2112","14.9844","27.4286","29.1478"," 0.5429"," 0.9826"," 2.0468"," 1.9795","18.3124"," 0.0640","42.5354","23.2793","16.3733","21.9609","56.6352"," 4.3360"," 1.5815","16.4343","24.8322","11.1567","62.9303","57.1650"," 0.6886","13.8340"," 4.2970","15.2287"," 2.6427","19.5816"," 2.1940","43.5542","28.5720","15.7059"," 0.0000"," 7.1633"," 1.2824","32.0814"," 2.4566","14.7490","22.8736","16.1894","41.4414","44.5840","48.8925"," 0.9153","13.6071"," 5.1482","45.1776"," 6.7441"," 4.8596","70.5132"," 7.3181","28.7355","60.4353"
"COADREAD","347.6517"," 10.3416","122.1303","  0.0425"," 20.2803","  0.9033"," 53.8087","  0.9038","  0.1587"," 13.6491"," 19.3286"," 55.4779","  0.4135","  1.6595","  7.7171","  6.9982","  0.0530","  6.5830","  2.3096","  4.4948"," 12.2723","143.2677","  1.1054","  0.9323","  0.0782","  0.0000","  7.6899","  0.0000"," 31.6914"," 32.8095"," 24.3853"," 25.4952"," 38.3842","  8.4967","  0.7833","  9.6766","  2.2056","  3.9235"," 90.9721"," 23.8025","  0.8798"," 18.5757","  4.2703","  2.4212","  9.7085","  5.2936","  0.5533"," 16.8542"," 25.2111"," 10.7835","  0.0000"," 10.6061","  2.2031"," 30.1154","  0.0000"," 14.9848"," 10.7107","  1.4232"," 48.8173"," 40.1687","  3.2115","  0.0178","  8.0769","  0.3719"," 75.1116","  2.7809","  0.2218"," 81.0274","  4.6343"," 28.4702","142.6521"
"KIPAN"," 59.4709"," 15.6777","  3.9110","  0.5040","  0.0637","  3.2651","  5.5177","  0.1581","  6.8981"," 10.9187"," 57.4861","  9.2914","  1.1733","157.3032"," 23.8457"," 14.0151","  0.7428","  5.7417","  3.3570","  5.1795"," 13.5387","  0.8507","  1.4874","  0.7677","  0.0000","  0.0000"," 32.5790","  0.0447"," 28.1997"," 13.1836"," 23.4966","  9.7222"," 85.6029","  3.2175","  1.2542","  8.9215","  0.0734"," 17.0260"," 66.3895","  1.0750","  4.5775","  6.3682","  0.0333","  1.4916","  1.0278"," 25.0142","  7.2168","  0.2589","  1.4925","  6.0110","  0.0000"," 11.1413","  0.6848"," 10.4793","  0.0319","  7.2274"," 70.9108","  5.3688"," 58.2483"," 44.4679"," 34.9599","  0.2584","  4.4669"," 13.2320","  4.4343","  4.0918","  3.3086"," 97.4222"," 32.9289"," 22.8420"," 37.5766"
"PAAD","43.3540","27.0397","54.3456"," 0.9656","31.9460","13.3548","16.4002"," 0.3037"," 0.1188","32.0539","23.0201","20.9440"," 0.9027"," 5.6749","38.4354"," 6.6349"," 1.3462","11.0296"," 3.9404","10.3313","18.6663","49.4804"," 2.9546"," 0.8785"," 0.1150"," 7.2878","11.4088"," 0.0429","36.8822","14.2418","18.8543","23.5561","53.7347"," 2.3403"," 1.0934","15.6483"," 8.2535"," 7.5915","37.9989","49.1308"," 0.9272","10.5853"," 1.7937","26.1391"," 2.1544","10.5271"," 3.9578","14.4739","23.6891","16.3653"," 0.0000"," 6.8012"," 0.8465","35.5045"," 0.1248","12.8997","22.7293","15.5541","32.0517","34.9100","38.7611"," 0.4751","19.8568"," 3.6848","62.5307","10.2921"," 6.4016","64.0234"," 6.8676","29.6606","43.7802"
"UTERINE"," 92.5742"," 20.2808"," 27.5048","  0.9875","  0.3842","  8.4834"," 38.8659","  0.0529","  0.1410"," 46.2989"," 36.1292"," 21.3909","  0.5652"," 11.2156"," 23.3231","  6.8613","  1.1983","  5.1418","  2.2885"," 10.8822"," 24.6288","234.7239"," 14.3276","  1.5443","  0.2005","  0.0682","  6.1265","  0.3892"," 76.3341"," 25.7818"," 18.8169"," 16.2941"," 76.6793","  1.3117","  1.0608","  9.8539","  0.3004"," 15.0483"," 64.4442"," 12.9067","  2.9893","  5.3996","  0.0596"," 11.4758","  0.7929"," 18.0891","  5.0599"," 43.7390","  5.9363","  2.4265","  0.4318","  0.4132","  0.6587"," 20.7166","  0.1538"," 14.0266"," 29.0899"," 26.0046"," 41.5686"," 50.0385"," 63.7222","  2.7088"," 23.1625"," 46.6845","  5.1926","  2.4455","  3.8647"," 57.4150"," 37.6809"," 21.7415"," 39.0582"
"KIPAN"," 23.0240"," 21.3604","  9.0935","  0.2943","  0.1236","  3.8516","  7.2501","  0.1703","  2.2610"," 14.1346","104.9790","  3.8612","  0.6704"," 81.4021"," 60.2018","  6.8298","  1.1679"," 13.4671","  2.4351"," 17.0051"," 67.1172","  0.2222","  5.1028","  0.3908","  0.2580","  0.0073","  2.0672","  0.5248"," 44.4043"," 11.2254"," 17.2067"," 15.9388"," 45.4013","  3.5981","  0.1913","  8.2959","  0.3162"," 12.7056"," 46.8761","  4.0878","  2.9508","  2.9813","  0.0575","  2.2603","  2.2147","  6.6748","  2.6063","  1.6293"," 26.3835","  2.8396","  0.0000"," 82.5055","  0.2270"," 10.4819","  0.1759"," 10.6467"," 11.8593","  7.3780"," 48.5297"," 36.7212"," 41.1269","  0.1758","  2.4063"," 18.7304","  4.0084","  9.3493","  4.0582"," 61.5486"," 28.3148"," 19.9502"," 32.6386"
"LUNG","200.5288"," 39.0996"," 81.7623","  0.1440"," 11.0186","  9.1654"," 17.4116","  0.0583","  0.0000"," 13.4962"," 28.5849","  9.4711","  8.7969","  5.8911"," 50.9575","  6.6315","  2.9906","  8.4547","  3.1479"," 14.1005","  9.6861"," 10.3140"," 11.5385","  1.2226","  0.7512","  0.0125","  7.0481","  0.0247"," 85.7166"," 22.1791"," 31.1325"," 37.8423"," 59.5056"," 10.3282","  8.7334"," 10.9847","  1.2456","  6.2838","118.8052","  2.4272","  3.2369"," 56.1852","  0.0000","  4.6173","  2.8277"," 15.8810","  7.7376"," 15.7881","  2.0786","  5.3329","  0.0000","  0.2276","  0.3888"," 18.4720","  0.0847"," 11.3971"," 28.0016","  4.9342"," 10.3415"," 19.4519"," 67.1088","  0.2409","  5.5326"," 41.3930","  0.7584","  2.3943","  4.2582"," 54.9595"," 44.6480"," 18.7895"," 44.6793"
"PAAD"," 57.3049"," 29.1074"," 50.2570","  0.5283"," 13.8566","  7.1319"," 28.9438","  0.2986","  0.0734"," 25.4272"," 20.0280"," 14.8157","  0.9364"," 10.1279"," 40.1272","  7.5765","  1.2145"," 13.3494","  5.0654"," 14.6353"," 16.8811"," 40.0537","  1.4986","  1.1694","  0.8482"," 11.3298"," 16.7514","  0.0464"," 40.0655"," 16.1891"," 14.8134"," 22.8072","100.5831","  3.3790","  1.2581"," 13.6793","  5.6923"," 10.4114"," 56.8562"," 57.3901","  0.5087"," 14.4857","  0.2015"," 18.0168","  4.3423"," 12.1446","  4.4177"," 41.0337"," 19.9817"," 22.3186","  0.0000","  5.3749","  0.5175"," 30.2342","  0.3180"," 12.2139"," 26.0202"," 20.6967"," 33.7179"," 33.5188"," 38.0875","  0.1644","  7.2659","  9.0744"," 46.0026","  6.1391","  5.7697"," 80.6015"," 11.3088"," 29.9259"," 44.1668"
"BRCA","101.0876"," 62.3443"," 65.1915","  0.0291"," 19.0255"," 29.5539","149.0165","  0.4416","  0.0326"," 14.8181"," 21.4905"," 27.9745","  0.2593","  0.9640","  3.7448","  2.9318","  0.7426"," 20.4482","  8.7782"," 10.4503"," 59.2361","  7.6638"," 11.9289","  3.6021","  0.0201","  0.0000"," 12.3193","  0.0924"," 53.7256"," 12.9384"," 33.3319","  5.4550"," 18.3585","  2.1612","  0.2630","  8.1087","  0.3307","  3.6253"," 28.7745","  0.8056","  0.2837","  2.3603","  0.0000","  1.1830","  3.4877","  0.9994","  0.3154","  9.2026","  0.8812","  1.1433","  0.0000"," 12.8992","  4.6625","127.4368","  0.0114","  8.8114"," 14.0099","  1.9944"," 36.0422"," 33.1757"," 65.7003","  0.2675"," 40.1482"," 14.0860","  0.1269","  6.7047"," 21.8440","129.2887","  6.2587"," 10.6893"," 22.2311"
"PAAD"," 77.3708"," 31.6332"," 79.0611","  0.4782"," 12.5322"," 23.6767"," 24.3741","  0.7221","  0.0325"," 49.6677"," 20.1599"," 11.5607","  1.3867","  0.8983"," 65.4600","  9.6740","  1.2761"," 12.3174","  3.2222"," 13.3667"," 16.3548"," 72.2267","  1.0658","  0.6897","  0.7871","  3.8023"," 11.9678","  0.0548"," 56.4584"," 25.2577"," 17.8150"," 38.0488"," 76.2888","  3.6182","  1.1674"," 15.8061","  4.6762"," 12.9602"," 70.0701"," 73.2495","  0.9429"," 28.7382","  4.8441"," 15.4838","  3.7896"," 15.8277","  5.3369"," 34.4616","  8.3337"," 22.3728","  0.0000","  0.6701","  0.6104"," 29.6344","  0.0398","  6.9695"," 39.5353"," 28.3233"," 27.0745"," 72.9564"," 62.3970","  0.4121"," 16.3319","  8.2522","146.7180","  3.6209","  7.7133","135.3196"," 13.1540"," 38.9149"," 61.2930"
"LUNG","51.1071","27.5102","26.8715"," 0.1792","69.6310","16.8081","13.8509"," 0.3959"," 0.0243","23.4053","29.4396","32.5501"," 3.2356"," 0.7268","51.1349","11.6280"," 2.5254","11.4743","28.4853","22.4981","32.2656","14.3076"," 8.6186"," 3.0279"," 0.0900"," 0.0340","21.7466"," 0.0727","61.8916"," 7.7095","18.5105"," 8.2584","52.6008"," 2.7108"," 0.2113","19.0986"," 0.2389","13.6562","74.6368"," 1.1719"," 0.5202","13.4931"," 1.1356","57.0963","16.0995","12.0749"," 7.9567"," 2.8794"," 3.5827"," 6.7020"," 0.0000"," 0.3283"," 0.6860","20.2667"," 0.0192","15.8462","22.5985","23.5284","45.4727","37.7315","43.7375"," 0.5041"," 7.8499","23.5559"," 0.8532"," 4.0543"," 7.0538","63.0278"," 7.4698","23.4467","36.4306"
"UTERINE"," 56.1013","  9.6762"," 36.0308","  0.8084","  4.0423"," 31.1856"," 12.6579","  0.1092","  0.1917"," 15.8388"," 19.3998","  6.6346","  0.0416","  1.7497","  5.7449","  6.8918","  3.1762","  1.8775","  8.3762","  2.7251"," 31.1370"," 27.9149","  4.4652","  0.8587","  0.0827","  0.0067","  7.8719","  0.1940","395.6054","  6.5408"," 10.6041"," 13.9219"," 43.9712","  6.3027","  0.8760","  3.3598","  2.8181","  8.5397"," 38.3300","  0.5240","  1.2599","  7.5771","  0.0789","  3.6266","  0.7374"," 11.6608","  1.8614"," 25.4638","  3.7559","  4.5729","  0.0000","  0.7454","  0.1663"," 48.2460","  0.0805","  9.0615"," 11.1675","  0.8952"," 23.8564","  6.9033"," 22.0018","  0.0429"," 76.4823"," 16.0574","  0.6295","  1.3857","  7.6996"," 48.4742"," 12.4281"," 15.9472"," 51.1719"
