".id","GALNT1","GALNT2","GALNT3","GALNT4","GALNT5","GALNT6","GALNT7","GALNT8","GALNT9","GALNT10","GALNT11","GALNT12","GALNT13","GALNT14","ST3GAL1","ST3GAL2","ST3GAL3","ST3GAL4","ST3GAL5","ST3GAL6","ST6GAL1","ST6GALNAC1","ST6GALNAC2","ST8SIA1","ST8SIA2","ST8SIA3","ST8SIA4","ST8SIA5","B4GALT1","B4GALT2","B4GALT3","B4GALT4","B4GALT5","B4GALT6","B4GALNT1","B3GALT4","B3GALT5","B3GALNT1","B3GNT2","B3GNT3","B3GNT4","B3GNT5","B3GNT6","B3GNT7","B3GNT8","B3GNT9","FUT1","FUT2","FUT3","FUT4","FUT5","FUT6","FUT7","FUT8","FUT9","FUT10","FUT11","MGAT3","MGAT4A","MGAT4B","MGAT5","MGAT5B","GCNT1","GCNT2","GCNT3","GCNT4","GCNT7","UGCG","A4GALT","C1GALT1","C1GALT1C1"
"KIPAN"," 43.9204"," 24.3449","  5.2604","  0.5604","  0.0804","  2.0335","  5.0384","  0.0830","  0.0715"," 12.7829"," 81.4478"," 22.1305","  0.9198","191.1444"," 22.3155"," 10.0975","  1.1580"," 10.2953","  4.8493","  6.0044"," 16.5797","  0.3251","  7.5755","  0.3710","  0.0126","  0.0000"," 11.3148","  0.0235"," 46.6150"," 13.0464"," 29.2121"," 25.3190"," 90.7582","  4.8825","  0.1120","  7.7177","  0.1645"," 50.3113"," 81.7325","  0.0000","  9.8950","  7.5817","  0.0000","  1.6584","  2.9848"," 16.8060","  4.8805","  2.1986","  4.1427","  6.7901","  0.0000"," 75.2507","  0.1771"," 11.9955","  0.0965"," 11.6127"," 67.5158"," 25.4141"," 90.2025"," 66.6198"," 37.7688","  0.7202"," 11.9574"," 16.6492"," 17.1948","  7.5924","  6.4897","133.7396"," 31.4731"," 53.7332"," 42.4979"
"KIPAN"," 52.4198"," 24.4143","  6.0542","  0.5185","  2.3481","  3.2532","  8.8733","  0.2766","  4.2695"," 22.5838"," 77.9299","  6.1729","  0.3076","225.2441"," 40.7094"," 17.0780","  2.3880","  6.5674","  5.1886"," 11.1976"," 30.4296","  0.2406","  0.3402","  0.6676","  0.0000","  0.0066"," 79.0609","  0.1043"," 88.2623"," 16.6878"," 22.4417"," 15.0457","108.3871","  6.2756","  0.4921","  7.6877","  0.1997"," 21.8243"," 69.1670","  6.0496","  4.0690"," 21.4971","  0.0519","  1.8151","  1.4898"," 27.1927","  3.8258","  1.7925","  7.1184","  7.0691","  0.0000"," 12.6086","  0.3687"," 11.0889","  1.6070"," 14.2451"," 84.5349"," 10.2455"," 64.3287"," 68.6033"," 50.5451","  0.4865","  7.2872"," 18.7243","  7.9704","  7.1289","  9.1058","177.4174"," 30.8639"," 23.3379"," 48.9623"
"KIPAN"," 53.4569"," 22.5992"," 10.0411","  0.2897","  0.8263","  5.6499","  6.5728","  0.3018","  6.8169"," 12.5652"," 50.8304"," 11.2280","  0.2349","159.4318"," 28.4254"," 11.5838","  0.9111","  6.4858","  4.8608","  7.6825"," 18.2125","  0.3610","  0.6867","  1.3773","  0.0667","  0.0756"," 23.2871","  0.0462"," 39.6147","  7.4433"," 15.9132"," 10.1102"," 67.8360"," 13.1051","  0.9465"," 10.5310","  0.1284"," 21.6926"," 58.6995"," 12.1336","  7.7726","  9.1206","  0.0849","  4.3331","  2.2299"," 31.7975","  3.4383","  1.1371","  0.3943","  6.7498","  0.0280"," 12.0096","  0.1676"," 12.4199","  1.0227","  8.4674"," 54.5072"," 17.6133"," 72.4458"," 34.5562"," 43.2583","  0.1212","  9.2271"," 10.3588","  6.4098","  2.1590","  3.7793"," 69.8576"," 21.2219"," 14.3219"," 35.8406"
"BRCA","78.0476","24.0647","22.1384"," 0.0000"," 1.0462","18.8499","85.1270"," 0.0000"," 0.0971","17.3864","32.2251"," 7.4537"," 0.0000"," 3.6369"," 6.6195"," 3.0885"," 2.8433","27.8914"," 5.5947","12.6741"," 9.9078"," 6.0361","20.6848"," 1.4223"," 0.1196"," 0.0000"," 8.4096"," 0.4402","80.4274","31.1016","49.0968"," 5.0941","30.4299"," 3.0152"," 1.4832"," 3.8475"," 0.5936","18.9726","63.3044"," 0.5778"," 1.6914"," 4.2705"," 0.0000"," 0.0000"," 6.0828"," 3.5527"," 4.0062","23.6600"," 0.3216"," 0.3466"," 0.0000"," 1.0347"," 0.0000","36.5514"," 0.8667","12.6445","18.2728"," 1.6237","21.6569","77.7744","56.0372"," 0.2485","29.9947","38.7189"," 0.0000"," 2.5491","53.0002","82.4773","10.1244","37.8592"," 9.3467"
"BRCA"," 82.6978"," 22.9031"," 40.9369","  0.0000","  0.8918"," 10.4224"," 41.0070","  0.2995","  0.0000"," 13.5987"," 22.9374","  8.4168","  0.2614","  2.2328","  3.2871","  5.1756","  0.8452"," 17.8268","  3.6705","  3.6208"," 10.8127","  4.9906","  5.6116","  0.2961","  5.3928","  0.0000","  3.9077","  0.0195"," 33.1358"," 11.4561"," 14.5929","  5.2451"," 27.1568","  2.1359","  0.4530","  3.4104","  0.7487","  2.1684"," 57.3517","  0.4425","  0.4037","  6.4965","  0.0000","  2.0762"," 10.8962","  1.3603","  2.7740","  7.2776","  0.6239","  2.1906","  0.0000","  0.0000","  0.2457"," 17.2992","  0.3198","  1.4558"," 11.4639","  2.3456"," 12.6086"," 18.7845"," 18.2413","  0.2220"," 12.0407","  2.7432","  0.0000","  1.9087"," 11.8718","127.5604"," 20.0364"," 11.0202","  7.7928"
"BRCA"," 87.3884"," 58.5351"," 61.5870","  0.0496","  4.1400"," 29.8225","125.1463","  0.5120","  0.1481"," 29.7745"," 33.7782","  9.8203","  0.5023","  4.6998","  2.3215","  4.6693","  1.3036"," 21.9562","  7.8180"," 12.3931"," 25.1619","  1.6110","  7.4231","  1.5018","  2.0757","  0.0000","  4.8852","  0.0937"," 65.9834"," 23.6785"," 25.8644","  5.4995"," 22.5506","  6.3877","  1.5225","  5.4730","  0.6430"," 11.3873"," 30.6176","  2.8432","  1.1139","  3.0876","  0.0508","  1.7968","  8.1174","  2.9137","  2.1200"," 18.5890","  1.2447","  1.5636","  0.0000","  2.7616","  0.4817"," 52.8130","  0.3791"," 12.3174"," 20.1580","  5.4168"," 21.3396"," 34.1913"," 27.0683"," 12.1873","  8.6545"," 20.2399","  0.6388","  4.8758"," 26.5067"," 64.9223"," 11.9212"," 11.1413"," 15.5727"
"LUNG","52.2777","82.7447"," 9.0929"," 0.4125"," 7.9683","23.0420"," 9.9992"," 0.7877"," 0.4182","36.1125","20.5598","15.9361"," 1.4096"," 4.8211","73.0564","22.5005"," 3.9485","17.5904","16.2845","11.3040","50.8786","20.9303"," 4.6509"," 4.0533"," 0.6509"," 0.0000","16.3087"," 0.2025","77.0288","20.0644","29.3254"," 9.1726","57.2880"," 1.4054"," 1.3074","22.2727"," 0.2105"," 6.0289","25.2501"," 6.8185"," 0.9411"," 8.7287","80.6588","39.2397"," 9.2283","29.6532"," 7.1603"," 8.4937"," 9.8492"," 6.4941"," 0.0000"," 0.9432"," 2.3866","33.6832"," 0.0578"," 6.8465","40.0111"," 9.0717","34.0172","53.0404","48.2766"," 0.6407"," 9.4671"," 7.5978"," 7.5459"," 3.8829"," 6.3033","62.5326","46.0669"," 7.1441","27.5547"
"LUNG","61.5266","25.6667","25.2509"," 0.2287","60.4355","14.4462","13.4540"," 0.3537"," 0.0466","27.9788","29.9887","34.3371"," 4.8553"," 0.6959","58.3441","11.3164"," 2.3776","13.2013","29.4181","20.6716","37.7715","16.0882"," 8.2421"," 3.2158"," 0.0191"," 0.0108","17.0115"," 0.0214","75.8506"," 7.8772","17.5852","14.8679","63.6846"," 3.3338"," 0.1845","18.3677"," 0.1564","24.5660","65.4752"," 0.8895"," 0.8362","17.1141"," 0.2984","46.4261"," 8.6627"," 9.6544"," 6.0580"," 2.4173"," 4.7174"," 9.2020"," 0.0000"," 0.7148"," 0.8084","20.9921"," 0.0163","17.1823","22.1415","18.7402","52.5979","27.0777","45.9072"," 0.3130","12.3564","15.6595"," 0.9508"," 5.9366"," 7.4856","58.1730","10.3023","16.7224","33.8103"
"PAAD","18.8900","26.3277","10.4912"," 0.1780"," 0.5727"," 2.6836"," 6.6441"," 0.1881"," 0.0231"," 6.4733","17.2658"," 6.7014"," 0.7281"," 0.7581","13.2838"," 2.5707"," 0.9216"," 2.4191"," 1.5881"," 4.4547"," 6.5881"," 1.5343"," 1.1386"," 0.2072"," 0.0071"," 3.3713"," 1.8355"," 0.0239","14.8905"," 9.4915"," 7.4580"," 7.1818","13.5237"," 1.4690"," 0.1110"," 3.3135"," 6.6867"," 2.0959","13.0634"," 4.1397"," 0.3113"," 2.4112"," 0.0635","12.4511"," 1.0009"," 2.6843","23.1595"," 4.0438"," 3.6736"," 5.0427"," 0.0000"," 1.8722"," 0.0502"," 7.6244"," 4.0897"," 4.9426"," 5.0189"," 1.9585","17.6795","10.0434","15.8458"," 0.1942"," 2.6674"," 1.1968"," 3.0767"," 4.4347"," 2.7870","16.9216"," 2.2344"," 4.5796","11.3891"
"BRCA","410.1340"," 33.3950","109.8873","  0.0000"," 16.0687"," 37.7554"," 91.7227","  0.3486","  0.1714"," 19.4458"," 28.5584","  4.3905","  0.0000","  0.4444","  3.3762","  2.2981","  1.6241"," 11.6315","  5.7847"," 12.2566","  6.9725","  7.2540"," 20.1678","  1.8129","  0.0000","  0.0000","  4.8438","  0.0985","104.5427"," 27.2232"," 56.7964","  7.3047"," 25.3161","  3.7986","  0.6755","  4.2449","  1.1110","  7.8054"," 58.0733","  0.0279","  0.2884","  4.1440","  0.0000","  1.6765","  0.8654","  1.0575","  0.0711","  7.5831","  0.0000","  0.5608","  0.0000","  0.0000","  0.1859","139.1494","  0.0000","  6.6358"," 22.9712","  0.5069"," 29.2916"," 66.5715"," 38.6429","  2.2071"," 36.0702","  7.4798","  0.0119","  1.2468"," 40.2209","110.8563","  3.2196"," 14.3957"," 13.9242"
"BRCA","164.5147"," 49.7353"," 33.6264","  0.0000","  7.4871"," 10.2372"," 61.2812","  0.7829","  0.1155"," 21.6431"," 35.0272"," 12.8864","  1.0657"," 18.7198","  4.9225","  4.4429","  1.8766"," 29.4903","  4.2567"," 12.2703"," 11.9814","  0.9398","  0.7396","  3.0948","  0.2609","  0.0000","  6.9278","  0.1240","101.1011"," 56.1722"," 30.3224","  6.6724"," 38.7038","  3.5569","  0.4398","  8.0973","  0.1163","  6.7290"," 34.5104"," 10.0231","  0.2439","  5.2434","  0.0000","  3.2795","  5.7759","  2.8761","  2.1408"," 17.0743","  6.0257","  1.8322","  0.0000","  0.2750","  0.6680"," 48.0999","  0.0303","  9.1905"," 27.8948","  2.0855"," 17.2382"," 48.4367"," 38.5831","  0.7113","  9.2253","  5.8485","  0.0643","  2.1697"," 26.9605"," 52.2019"," 22.5635"," 16.7102"," 13.5085"
"BRCA","124.4574"," 32.9278"," 21.7623","  0.0610","  6.6952"," 23.4747"," 64.5729","  0.6673","  0.1367"," 34.7416"," 26.0811","  9.4424","  2.8196"," 28.7372","  7.7563","  6.8433","  1.0304"," 24.9056","  4.4339"," 10.5011"," 18.8403"," 12.4788","  6.4564","  0.7485","  1.7408","  0.0000","  7.1068","  0.0000"," 87.6298"," 24.5543"," 27.3619","  6.1584"," 26.8542","  1.6717","  1.1245","  9.0288","  0.0459","  5.8423"," 69.0574"," 26.3378","  2.0207","  2.0620","  0.0000","  4.7846"," 11.3945","  2.4316","  3.7821"," 27.1087","  6.2342","  4.9881","  0.0000","  1.6635","  4.5462"," 45.7731","  0.0957","  8.0125"," 28.0152","  1.8159"," 21.7848"," 66.6588"," 40.5532"," 10.6136"," 20.3477"," 15.4112","  0.2029","  1.1725"," 31.6733","100.6322"," 22.0116"," 15.7219"," 14.1725"
"PAAD","119.6978"," 33.6134"," 76.1204","  0.8419"," 44.9808","  6.3835"," 55.1316","  0.2790","  0.1029"," 71.1559"," 36.9659","  5.9619","  1.0798"," 12.6559"," 64.7518","  7.7815","  1.5766"," 15.0555","  3.8735"," 27.5667"," 52.0500"," 10.9706","  1.9494","  0.9106","  1.1694","  5.1416"," 16.2803","  0.0684"," 80.2195"," 30.0507"," 22.7993"," 31.3988"," 83.9086","  4.1943","  1.0449"," 15.6834","  1.9917"," 13.4668"," 90.8432"," 43.4301","  1.0140"," 24.2963","  0.2511"," 11.0081","  2.6830"," 15.9847","  7.3068"," 33.7159","  7.6884"," 12.8963","  0.0000","  3.0850","  0.4463"," 43.4928","  1.5670","  7.6239"," 42.6434"," 10.1376"," 34.5661"," 55.9649"," 49.1164","  0.6401"," 19.1205","  7.2066","  0.9928","  2.6616","  6.7090"," 93.3980","  5.1055"," 49.9766"," 80.2822"
"LUNG","56.0090","33.1822","50.0752"," 0.2804","11.0118","21.4138","15.3037"," 0.1704"," 0.0611","26.1129","51.1945","16.9683"," 0.6346","27.0941","14.5184"," 6.7844"," 2.6620","11.0576","18.6595","10.3342","36.5793","32.8792"," 3.4575"," 1.0468"," 0.2151"," 0.0000","12.0465"," 0.0080","70.7819","25.8659","29.9005","11.8376","53.8736"," 0.5691"," 0.5423"," 9.1499"," 0.0966"," 2.0845","38.7248","23.2404"," 3.2337"," 9.7707"," 4.6233","44.3746","11.4801","21.7214"," 6.0400","10.5308","25.3525"," 2.7824"," 0.0000"," 8.3514"," 0.7948","22.7871"," 0.0137"," 7.0223","22.7483"," 1.4235","29.9775","32.6950","64.5350"," 1.3093","19.7945","20.3166","27.2955"," 0.7911"," 6.5832","54.9720"," 3.7654","21.2276","30.6875"
"LUNG","69.3627","20.1049","16.7481"," 0.0826","17.5385"," 6.9619","11.9574"," 0.3011"," 0.3332","31.9513","22.1100","13.5427"," 1.6610"," 1.3720","32.5291"," 9.2835"," 1.5277","14.3384","13.9054","12.4633","51.9982","13.1494"," 5.6893"," 4.5697"," 0.0912"," 0.0517","23.4913"," 0.0908","42.1156","10.1440","17.6995"," 9.7382","38.7318"," 2.7662"," 0.1917","12.4876"," 0.4846"," 8.4903","38.8926"," 1.4135"," 0.5667","13.9591"," 0.1694","14.8625"," 5.8386","16.0659"," 5.1411"," 4.9990"," 3.7196"," 5.9460"," 0.0000"," 0.2154"," 1.2310","29.4562"," 0.0130","14.7368","19.7959","13.7220","47.1085","18.1633","39.2559"," 0.5941"," 9.5099","11.5266"," 1.1676"," 4.7773"," 5.1718","66.5166","10.3048","18.4479","37.6878"
"UTERINE","127.6934"," 30.4837"," 58.2173","  1.0448","  3.8318"," 38.7807"," 62.7444","  0.1451","  0.2118"," 36.8248"," 25.7081"," 24.2692","  0.0726","  2.8493"," 28.1468","  4.8661","  1.4464","  2.7366","  2.7465"," 19.2368"," 56.5106","273.1161"," 13.4936","  1.1931","  0.0412","  0.0078","  6.6977","  0.2820","335.9046"," 14.8202"," 17.4176"," 28.0063"," 79.3856","  0.7877","  0.2038"," 12.3703"," 36.4229"," 17.8515"," 64.4894","  8.5046","  1.5361"," 20.2688","  0.0000"," 33.0193","  0.7720","  6.5143","  2.6649"," 35.8718"," 14.4252","  4.4173","  0.1210","  3.1498","  0.0000"," 16.5101","  0.0761","  9.6809"," 21.6068"," 16.2995"," 23.6464"," 34.1822"," 59.3283","  0.0250"," 81.7021"," 46.5344"," 14.7689","  3.9613","  6.2305","116.0100"," 77.3570"," 36.2934"," 63.7026"
"UTERINE"," 85.7825"," 24.7221"," 36.0524","  1.0871","  3.4015"," 22.3013"," 36.5602","  0.1351","  0.2030"," 51.4899"," 27.3784"," 12.8803","  0.9216","  2.8331"," 19.4942","  8.0689","  1.5016","  3.3809","  4.1098"," 10.3044"," 30.5094"," 86.0341"," 13.6726","  2.0164","  2.7405","  0.0064","  6.9402","  0.2929","153.9582"," 20.8008"," 19.3586"," 25.0749"," 57.4087","  5.4162","  0.3036"," 10.9701","  8.1348"," 11.6944"," 48.2581","  2.9790","  0.9938"," 12.2567","  0.1520"," 11.9739","  0.8875"," 18.0958","  2.2517"," 17.4524","  7.7244","  3.6232","  0.1670","  3.0611","  0.2001"," 18.3283","  1.5118"," 14.8024"," 13.9531","  6.0330"," 15.6575"," 25.5804"," 91.3951","  0.2583"," 79.3739"," 19.0490","  8.3411","  2.8265","  4.0288","135.9897"," 28.2300"," 19.4017"," 65.4566"
"KIPAN"," 29.4839","  9.2494","  3.1957","  0.1322","  0.1684","  1.4728","  3.4198","  0.1125","  0.5431","  7.2573"," 39.0475","  7.9599","  1.0720","105.1121"," 15.0629","  6.4140","  0.6845","  3.8926","  3.2494","  3.7474"," 13.3024","  0.5450","  0.4031","  0.2900","  0.0000","  0.0000"," 15.5464","  0.0454"," 18.1753","  7.4155"," 19.2156","  8.3536"," 40.9767","  1.9857","  4.6388","  7.2243","  0.8402"," 16.6223"," 29.9049","  0.9770","  2.6274","  1.9714","  0.0000","  1.6237","  1.4815"," 14.3854","  2.4588","  0.7580","  1.5113","  3.5953","  0.0000","  4.0594","  0.4283","  9.5211","  0.0311","  7.3593"," 40.9211","  7.4153"," 35.6093"," 30.9630"," 19.9638","  0.3870","  5.8715"," 12.1477","  4.5510","  2.4923","  2.2764"," 63.9720"," 14.7127"," 13.0051"," 23.7822"
"PAAD"," 55.6428"," 28.5675"," 49.9082","  1.8635"," 32.7124"," 41.4991"," 34.9518","  0.4271","  0.0557"," 40.0353"," 22.1402"," 16.2466","  0.8894","  1.7557"," 30.6927"," 11.7158","  1.0290","  8.7717","  4.5593","  7.5874"," 30.8589"," 46.1481","  1.5472","  2.1341","  0.8038","  1.9774","  7.3698","  0.0366"," 39.2009"," 26.3661"," 24.3672"," 25.6764"," 72.5351","  2.0101","  1.1850"," 14.6692","  5.0139","  7.3366"," 37.7474"," 84.5548","  0.8062"," 13.4942","  5.9833"," 41.9161","  2.8457"," 11.4814","  5.9680"," 42.5537"," 32.0561"," 14.9533","  0.0000"," 16.7535","  0.6901"," 35.1325","  2.3181"," 10.4788"," 19.3395","  5.5075"," 20.2451","104.0317"," 37.4677","  0.0178"," 26.2448","  4.6222"," 94.2762","  3.6254","  5.9455"," 48.1145","  6.9331"," 42.1313"," 47.8917"
"LUNG","72.6059","28.5488","22.8320"," 0.2571","25.1551"," 7.5075","16.0253"," 0.4514"," 0.0320","21.2036","15.8720"," 6.6577"," 2.9886","36.4629","29.4694"," 6.7179"," 2.3892","10.9160"," 9.6703"," 8.9431","22.6945","29.7428","26.8813"," 7.7815"," 0.1315"," 0.0000"," 6.4501"," 0.0687","53.5480","52.7756","20.8833","23.4703","36.9489"," 5.3934"," 2.9648"," 4.7490"," 0.0591"," 8.3070","36.9976"," 4.1951"," 3.7687","33.8578"," 2.3729"," 8.1389"," 4.1461","18.1644"," 7.8469"," 5.7793","18.4835"," 3.1487"," 0.0000"," 3.3705"," 0.3240","27.2159"," 0.0168","10.2186","22.3209"," 1.8870"," 7.8796","22.8334","52.2128"," 0.2031","15.6334"," 2.1587"," 1.4611"," 1.1113"," 4.2489","50.3814","17.7773","22.5351","22.2955"
"KIPAN"," 22.1173"," 17.5907"," 10.4023","  0.1602","  0.3270","  2.6322","  6.4742","  0.1622","  2.6926"," 13.7194","139.8711","  6.5624","  0.6712","131.0565","106.6760","  6.3961","  1.3123"," 19.1486","  2.0333"," 18.3045"," 29.0741","  0.1694","  5.8433","  0.3177","  0.5407","  0.0000","  1.3160","  0.5596"," 64.4469"," 10.2871"," 14.7479"," 20.4831"," 56.0273","  4.1460","  0.1549","  6.8396","  0.3163"," 17.7429"," 56.1252","  4.9070","  3.5061","  2.9111","  0.1095","  0.9285","  1.7647","  8.7536","  2.7148","  1.4246"," 22.8462","  4.0698","  0.0722","136.7238","  0.0865","  9.4811","  0.0576"," 12.7867"," 12.3639"," 10.7670"," 57.4775"," 41.1332"," 34.7770","  0.3238","  2.9142"," 18.0313","  1.6430","  8.7115","  4.4236"," 49.7747"," 20.9381"," 23.3812"," 36.7808"
"BRCA","174.2548"," 61.1878"," 75.4259","  0.0427","  9.9053"," 25.6035"," 71.2967","  0.1555","  0.0000"," 12.1887"," 24.0129"," 18.4993","  2.4556","  1.1896","  2.5687","  2.5926","  0.2657"," 36.2513","  7.8909"," 18.7748"," 34.8583","  2.8406"," 13.6569","  1.4828","  1.9827","  0.0000"," 16.3176","  0.0000"," 94.1524"," 17.1463"," 23.0567"," 14.4455"," 28.3332","  3.8309","  4.4405","  7.4780","  0.1203"," 17.2643"," 79.8943","  0.7051","  0.3027"," 10.7279","  0.1749","  3.5030","  2.5738","  3.4427","  3.9664"," 16.2020","  0.0739","  0.7202","  0.0000","  0.0000","  0.3455","106.3461","  0.0000","  9.5234"," 16.6956","  1.0712"," 33.7276"," 29.6140"," 37.8391","  1.2843"," 18.3104"," 17.7798","  0.8689","  1.4833"," 32.2155","237.9290"," 12.7563"," 24.4958"," 22.6759"
"UTERINE"," 69.0744","  9.3135"," 16.7532","  0.3458","  0.1150","  4.7252"," 39.9600","  0.1051","  0.0554"," 35.6669"," 46.5250"," 13.4860","  0.3906","  0.0153","  4.7858","  3.8491","  3.6351","  1.6286","  3.1376"," 10.1429"," 16.7010"," 15.6472","  2.2597","  2.5991","  0.0114","  0.0064","  9.8669","  0.0679","506.7382","  5.4327","  9.3005"," 20.7283"," 64.2380","  1.7548","  0.1686","  2.1372"," 81.0013"," 22.5741"," 29.4262","  0.5284","  0.3945"," 16.2233","  0.0507","  0.6214","  0.1774","  2.9044","  0.1531","  1.1212","  1.0482","  3.0734","  0.1002","  1.4935","  0.0400"," 18.5998","  0.1066"," 15.5096"," 11.5321","  1.3212"," 24.2529"," 10.7474"," 30.1532","  0.1033"," 28.6698"," 22.5240","  5.0629","  1.2433","  9.5054"," 89.9361"," 11.2691"," 64.2896"," 25.8224"
"LUNG","65.6910","23.4177","22.6339"," 0.2839","84.1911"," 8.4148","15.9046"," 0.7116"," 0.0133","33.5750","32.0742","21.7305","10.3022"," 2.1557","53.6277","11.5312"," 2.6483","17.8062","28.0682","18.0531","38.4892","10.8047"," 8.4031"," 5.3639"," 0.0000"," 0.0370","17.4424"," 0.0488","71.3922","10.0583","19.9705","13.4962","56.9843"," 4.4301"," 0.3271","17.1714"," 0.3737","38.5346","83.8896"," 1.3113"," 0.9236","19.2049"," 0.4367","42.4334"," 9.3820","10.3971"," 9.2848"," 1.5544"," 3.1042"," 7.2702"," 0.0000"," 0.1473"," 0.5174","21.3134"," 0.0487","22.6963","32.6727","31.2296","78.6962","32.7266","43.1710"," 1.0835"," 8.8623","28.2417"," 0.6492"," 5.7001"," 8.9350","55.6753","11.1546","20.9105","49.5739"
"OV","29.6117","17.2553","42.4364"," 0.2612"," 1.1615"," 9.2624","14.9243"," 0.0732"," 0.1351"," 7.4627","13.8631","18.7947"," 0.3258","13.8723","74.9698"," 6.1838"," 0.4172"," 8.7103"," 1.7324","16.7583","30.8391","70.5333"," 1.5136"," 0.1121"," 0.2589"," 0.0000"," 4.0439"," 0.4142","25.3016","26.5135","24.0019","15.9931","44.1280"," 1.1418"," 0.3017","12.1227"," 0.0907","23.3653","39.8851","24.8105"," 0.0000"," 1.5180"," 0.0000"," 7.2840"," 0.5196"," 3.5636"," 1.2705","16.0316"," 2.4707"," 1.4820"," 0.1086"," 0.0953"," 0.7811","52.0164"," 0.0709"," 5.5617"," 9.3581","16.1471","28.1701","54.5376","13.3555"," 0.1176"," 1.4502"," 7.8651"," 4.7446"," 0.5700"," 0.5766","21.3915","23.7771","19.7505","43.1441"
"PAAD"," 94.9902"," 35.5441"," 66.7850","  2.2472","  7.2178","  8.1623"," 41.9027","  0.1214","  0.0870"," 44.9391"," 27.0064"," 22.2541","  2.4296","  9.4922"," 33.0324","  8.6742","  0.9910","  8.8256","  3.6956","  9.5655"," 14.4008"," 27.2402","  2.0902","  0.6808","  0.4290"," 22.6789"," 10.5336","  0.0801"," 58.8257"," 23.2125"," 21.4996"," 24.1928"," 91.6134","  3.0071","  1.2273"," 14.6303","  3.3554","  8.5786"," 53.7709"," 34.3795","  0.7680"," 13.0404","  0.0341"," 21.7509","  2.9178"," 14.0331","  3.3230"," 15.4303"," 25.4876"," 30.1361","  0.0000"," 10.3809","  0.2697"," 22.7953","  0.9859","  9.4012"," 29.0121"," 10.8546"," 24.4377"," 83.2771"," 41.3066","  0.2924"," 19.2340","  5.0501","  8.6096","  7.2668","  5.3853","142.6728","  9.7167"," 34.0197"," 68.5184"
"BRCA","139.9029"," 23.4812"," 58.8409","  0.0569","  0.5580"," 11.5830"," 15.9258","  0.1038","  0.0000","  4.1489"," 23.5514","  8.7661","  7.5963"," 52.9468"," 26.8317","  4.5630","  0.1577"," 26.6701","  2.6716"," 23.4341"," 16.3903","  0.0000","  0.1532"," 37.1186","  0.0262","  0.0000","  4.1808","  0.0685","151.9245"," 48.3371"," 65.9454"," 17.7953"," 66.9577","  7.7736"," 13.0046"," 16.5977","  0.1928","  8.2395"," 76.2647","  5.1499","  0.0000"," 22.6085","  0.0584","  2.7389","  0.2455","  7.8880","  1.9065","  4.7619"," 29.2957"," 24.9778","  0.5388","  0.2026","  2.3987","  6.9677","  4.1100","  6.5591","  8.0325"," 12.2900"," 15.2920"," 72.3557"," 64.1675","  1.1908"," 11.0720"," 40.0861","  0.4025","  0.6254","  1.0401"," 24.3414"," 11.5525"," 14.2820"," 65.6418"
"GLIOMA"," 45.0423"," 47.7497","  4.3101","  0.2030","  4.2773","  2.8409","  8.4104","  4.7554","  2.8402"," 46.5614"," 29.6808","  0.6593","  5.0137","  0.8923"," 16.9320"," 17.5121","  3.4906","  9.6691"," 21.7991"," 14.6685"," 32.0244","  0.7317","  1.9865"," 10.8292","  0.1529","  6.4888"," 18.3337"," 28.2581"," 13.4593"," 25.9740"," 16.7100","  9.6149","159.3380","  5.0389","  4.6621","  7.6067","  1.9019"," 16.5313"," 11.5070","  0.0718","  1.7904"," 13.6029","  0.2271","  5.1348","  2.7579"," 28.6183","  1.1443","  4.3508","  0.0320","  5.0196","  0.0000","  0.0219","  0.2392"," 23.2379","  3.9383"," 13.4449"," 22.1588"," 21.0836"," 34.7396"," 43.1933"," 48.9077","  8.4910","  6.9191","  4.5550","  0.4451","  1.6554","  6.8861"," 55.9744","  3.2262"," 18.3618"," 28.9159"
"UTERINE"," 38.0290"," 15.3570","  8.3756","  0.5293","  0.0251","  1.2766"," 22.8561","  0.2490","  0.0765"," 12.2561"," 21.6121","  4.7050","  4.5830","  0.1058","  7.8115"," 10.8133","  6.9975","  4.3338","  9.6295","  6.8144"," 14.4587"," 11.3991","  0.5207","  6.0886","  0.6759","  0.0000","  5.0142","  0.0821","152.1063","  8.0491"," 14.1118"," 11.1189"," 68.9147","  7.3131","  1.0491","  3.7325","  9.2279"," 24.6819"," 39.8487","  2.7230","  0.9696","  7.5258","  0.0350","  2.0720","  2.1099","  8.0653","  0.6563","  7.3430","  0.2070"," 11.7158","  0.0000","  0.0810","  0.1107"," 16.9377","  1.5270"," 13.3010"," 23.0391","  1.7790"," 28.0644"," 11.9311"," 23.1635","  0.2142"," 16.2115","  8.7667","  1.5477"," 10.3922","  7.0389"," 59.8981","  9.2554"," 18.7617"," 27.4124"
